var	tipo	nulo	llave	"valor"
CLPAIS	D	NA	325	"San Vicente y las Granadinas"
CLPAIS	D	NA	326	"República Dominicana"
CLPAIS	D	NA	327	"Trinidad y Tobago"
CLPAIS	D	NA	328	"Santa Lucía"
CLPAIS	D	NA	329	"San Cristóbal y Nieves"
CLPAIS	D	NA	340	"Argentina"
CLPAIS	D	NA	341	"Bolivia"
CLPAIS	D	NA	342	"Brasil"
CLPAIS	D	NA	343	"Colombia"
CLPAIS	D	NA	344	"Chile"
CLPAIS	D	NA	345	"Ecuador"
CLPAIS	D	NA	346	"Guyana"
CLPAIS	D	NA	347	"Paraguay"
CLPAIS	D	NA	348	"Perú"
CLPAIS	D	NA	349	"Surinam"
CLPAIS	D	NA	350	"Uruguay"
CLPAIS	D	NA	351	"Venezuela"
CLPAIS	D	NA	399	"Otros países de América"
CLPAIS	D	NA	401	"Afganistán"
CLPAIS	D	NA	402	"Arabia Saudí"
CLPAIS	D	NA	403	"Bahréin"
CLPAIS	D	NA	404	"Bangladesh"
CLPAIS	D	NA	405	"Myanmar"
CLPAIS	D	NA	407	"China"
CLPAIS	D	NA	408	"Emiratos Árabes Unidos"
CLPAIS	D	NA	409	"Filipinas"
CLPAIS	D	NA	410	"India"
CLPAIS	D	NA	411	"Indonesia"
CLPAIS	D	NA	412	"Iraq"
CLPAIS	D	NA	413	"Irán"
CLPAIS	D	NA	414	"Israel"
CLPAIS	D	NA	415	"Japón"
